Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NRF2 20460467 ChIP-Seq MEFs Mouse	8/1055	0.15763904774074244	0.9817555742250711	0	0	1.5657987625098626	2.892730801668527	RTP4;SEMA4A;CDKN1A;CEBPB;LY6I;MAGOHB;PTGS2;OASL2
NFIB 24661679 ChIP-Seq LUNG Mouse	5/573	0.15944894057223086	0.9817555742250711	0	0	1.791326908821349	3.2889326847955083	LY6C2;JUN;SOCS1;ZFP800;CFB
PPARG 20176806 ChIP-Seq MACROPHAGES Mouse	10/1408	0.16559060412879903	0.9817555742250711	0	0	1.4705134318868225	2.6443313342815484	GSDMD;FAM49B;IL15RA;JUN;CDKN1A;CCND2;SOCS1;SIN3B;MAGOHB;CCR2
FLI1 21571218 ChIP-Seq MEGAKARYOCYTES Human	34/5834	0.1693935931005537	0.9817555742250711	0	0	1.2523510971786833	2.223587342584704	FAM49B;CDKN1A;GMFG;COX17;COX5B;PTGS2;UQCRH;PSMB10;ATP5L;LIMD2;PLAC8;RBM3;PRDX5;SIN3B;RPS27A;HNRNPA1;UBE2F;VASP;IL15RA;GBP5;RBM39;SEMA4A;MARCKSL1;SEMA4D;MAGOHB;SOD2;SNX20;ASS1;GPR141;RPL24;HCLS1;FAU;NFE2L2;TLR2
ELK1 19687146 ChIP-ChIP HELA Human	7/916	0.1744054491680019	0.9817555742250711	0	0	1.5725303713167016	2.7462238316825203	RBM3;PRDX5;COX17;RPL24;PTGS2;RPS27A;UQCRH
MYB 21317192 ChIP-Seq ERMYB Mouse	7/923	0.1790637683535777	0.9817555742250711	0	0	1.5599380194393577	2.6831141231356916	PLAC8;VAMP8;IL15RA;HSPA8;CEBPB;SLFN1;SAMHD1
SPI1 22790984 ChIP-Seq ERYTHROLEUKEMIA Mouse	13/1962	0.17971109472639557	0.9817555742250711	0	0	1.3762613305968874	2.362221480713917	UBE2F;VASP;GSDMD;CEBPB;GMFG;LST1;COX17;TNFAIP2;CACYBP;COX5B;ATOX1;PRDX5;RPS27A
SREBP2 21459322 ChIP-Seq LIVER Mouse	8/1095	0.1815940876451831	0.9817555742250711	0	0	1.5049798008079678	2.567467502953799	VAMP8;FAM49B;CD52;DNAJB1;GMFG;ZFP800;FAU;RPS27A
TP63 17297297 ChIP-ChIP HaCaT Human	1/40	0.18184003844564067	0.9817555742250711	0	0	5.144004144004144	8.768612919919887	CDKN1A
CREB1 20920259 ChIP-Seq GC1-SPG Mouse	19/3057	0.1832998508799366	0.9817555742250711	0	0	1.3019367842716536	2.208907529018612	UBE2F;GSDMD;FAM49B;IL15RA;HSPA8;CDKN1A;CEBPB;ZFP800;IFI47;CACYBP;MAGOHB;SAMHD1;SOD2;DNAJB1;SYNGR2;TRA2A;IGTP;RPL24;FAU
NACC1 18358816 ChIP-ChIP MESCs Mouse	6/769	0.1872435920996994	0.9817555742250711	0	0	1.6009313739159532	2.6821121777466623	IFITM3;RTP4;CDKN1A;IFITM2;CACYBP;UPP1
NANOG 18692474 ChIP-Seq MEFs Mouse	13/1989	0.192384200534828	0.9817555742250711	0	0	1.3554143980641258	2.2340765040183674	ZBP1;RTP4;IFITM2;ISG15;CACYBP;IFIT1;CFP;SOD2;UQCRH;UPP1;CLEC4E;NFE2L2;OASL2
HCFC1 20581084 ChIP-Seq MESCs Mouse	3/306	0.19748105512574515	0.9817555742250711	0	0	2.0003062161886294	3.2447219624565453	RBM39;RPS27A;UQCRH
TAL1 22897851 ChIP-Seq JUKARTE6-1 Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	JUN;CDKN1A;NDUFA11;TNFAIP2;NDUFC2;MAGOHB;ATP5L;LIMD2;SOCS1;CCRL2;RPL24;CCR2;TLR2
FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	ZBP1;RBM39;CDKN1A;MAGOHB;COX5B;PTGS2;ATP5L;DNAJB1;IGTP;PSME2;TSPO;FAU;HNRNPA1
FOXA1 25329375 ChIP-Seq VCAP Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	IFITM3;FAM49B;CD40;CACYBP;MAGOHB;SAMHD1;ATOX1;PLAC8;SYNGR2;SOCS1;PSME2;UPP1;CCR2
RARB 24833708 ChIP-Seq LIVER Mouse	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	RBM39;CD40;MARCKSL1;IFIT1;PARP14;RBM3;VAMP8;PRDX5;TRA2A;IGTP;CFB;CCDC50;OASL2
OCT4 19829295 ChIP-Seq ESCs Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	UBE2F;IL15RA;HSPA8;CD40;ISG15;SAMHD1;SOD2;UQCRH;ATP5L;DNAJA1;PRDX5;CCND2;SYNGR2
GATA3 21867929 ChIP-Seq TH1 Mouse	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	UBE2F;HSPA8;SLFN1;LST1;NDUFC2;CFP;ATOX1;ATP5L;MS4A6C;GPR141;HSPA1B;NFE2L2;OASL2
CTCF 21964334 Chip-Seq Bcells Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	UBE2F;VASP;CDKN1A;CEBPB;MARCKSL1;IFITM2;ISG15;CACYBP;PTGS2;SOD2;LIMD2;SOCS1;NFE2L2
SOX11 22085726 ChIP-Seq ESNs Mouse	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	ZBP1;HSPA8;RBM39;CD40;ZFP800;PARP14;ASS1;ATOX1;VAMP8;PRDX5;SYNGR2;CLEC4E;CFB
RXR 22158963 ChIP-Seq LIVER Mouse	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	UBE2F;IL15RA;CEBPB;IFITM2;TNFAIP2;IFI47;COX5B;ASS1;ATOX1;RPL24;CFB;CCDC50;NFE2L2
TCF12/HEB 22897851 ChIP-Seq JUKARTE6-1 Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	UBE2F;JUN;CDKN1A;NDUFA11;TNFAIP2;MAGOHB;ASS1;ATP5L;SOCS1;CCRL2;HCLS1;CCR2;TLR2
CHD1 26751641 Chip-Seq LNCaP Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	IFITM3;IL15RA;JUN;MARCKSL1;SEMA4D;CACYBP;MAGOHB;UQCRH;ATP5L;CCRL2;TRA2A;FAU;HSPA1B
KLF4 26769127 Chip-Seq PDAC-Cell line Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	IL15RA;JUN;MARCKSL1;SEMA4D;ISG15;PTGS2;LIMD2;VAMP8;DNAJB1;SYNGR2;IRF7;NUPR1;NFE2L2
KDM2B 26808549 Chip-Seq SUP-B15 Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	VASP;GSDMD;IL15RA;JUN;MARCKSL1;SEMA4D;TNFAIP2;ISG15;SAMHD1;LIMD2;CCND2;SOCS1;HSPA1B
SPI1 26923725 Chip-Seq HPCs Mouse	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	ZBP1;GSDMD;SEMA4D;COX17;CACYBP;UQCRH;ATP5L;PRDX5;CCND2;SYNGR2;SARNP;HCLS1;HSPA1B
FLI1 26923725 Chip-Seq MACROPHAGESS Mouse	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	RBM39;CD40;MARCKSL1;SEMA4D;SLFN1;COX17;UQCRH;IIGP1;VAMP8;PRDX5;HCLS1;CFB;OASL2
SPI1 26923725 Chip-Seq MACROPHAGESS Mouse	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	ZBP1;RTP4;CD52;MARCKSL1;NDUFA11;ASS1;VAMP8;DNAJA1;SARNP;TRA2A;HCLS1;CCDC50;HSPA1B
RACK7 27058665 Chip-Seq MCF-7 Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	IFITM3;UBE2F;VASP;GSDMD;IL15RA;HSPA8;JUN;CEBPB;MARCKSL1;ISG15;PARP14;PSMB10;HNRNPA1
P300 27058665 Chip-Seq ZR-75-30cells Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	VASP;IL15RA;JUN;CEBPB;MARCKSL1;IFITM2;SEMA4D;ISG15;UQCRH;RAP1A;TSPO;HNRNPA1;NFE2L2
FOXA1 27270436 Chip-Seq PROSTATE Human	13/2000	0.19766890756209485	0.9817555742250711	0	0	1.3470836298006004	2.18384056511469	IFITM3;FAM49B;CD40;CACYBP;MAGOHB;SAMHD1;ATOX1;PLAC8;SYNGR2;SOCS1;PSME2;UPP1;CCR2
POU5F1 18692474 ChIP-Seq MESCs Mouse	25/4232	0.20394007022910135	0.9999907585392314	0	0	1.2434038507249823	1.9769239674142605	IFITM3;RTP4;CDKN1A;IFITM2;IFIT1;CFP;COX5B;PLAC8;TRA2A;UPP1;RPS27A;ZBP1;GBP5;HSPA8;ISG15;CACYBP;PARP14;SOD2;ASS1;GPR141;FAU;CFB;HSPA1B;NFE2L2;HSPA1A
FLI1 20887958 ChIP-Seq HPC-7 Mouse	13/2030	0.2124268755644735	0.9999907585392314	0	0	1.3248251927581078	2.0523628369554414	UBE2F;CD52;JUN;CDKN1A;GMFG;COX5B;PTGS2;PSMB10;DNAJA1;HCLS1;NUPR1;CCDC50;CCR2
GATA1 21571218 ChIP-Seq MEGAKARYOCYTES Human	16/2601	0.2235571704646387	0.9999907585392314	0	0	1.2758588928801695	1.9113490264590922	IFITM3;UBE2F;IL15RA;GBP5;RBM39;CDKN1A;NDUFC2;CACYBP;PTGS2;ASS1;LIMD2;GPR141;PRDX5;RAP1A;SOCS1;CCRL2
TDRD3 21172665 ChIP-Seq MCF-7 Human	5/655	0.23029090651744152	0.9999907585392314	0	0	1.5587044534412955	2.288820258909064	PLAC8;CEBPB;RAP1A;SAMHD1;ATP5L
BACH1 22875853 ChIP-PCR HELA AND SCP4 Human	9/1352	0.23419488591616192	0.9999907585392314	0	0	1.3665731141531587	1.983719807100746	ZBP1;CEBPB;CCND2;GMFG;LST1;TRA2A;CACYBP;PTGS2;SOD2
PPARG 20176806 ChIP-Seq THIOMACROPHAGE Mouse	6/837	0.24116048191079115	0.9999907585392314	0	0	1.4647054305246179	2.0832397932377793	GSDMD;JUN;CDKN1A;SIN3B;MAGOHB;CCR2
CEBPD 23245923 ChIP-Seq MEFs Mouse	4/504	0.24509507718337134	0.9999907585392314	0	0	1.6166666666666667	2.273209668955854	RAP1A;UQCRH;CCDC50;NFE2L2
NANOG 18700969 ChIP-ChIP MESCs Mouse	3/344	0.2472112308973899	0.9999907585392314	0	0	1.7739516884844453	2.479118988495506	IFITM2;UPP1;SOD2
PKCTHETA 26484144 Chip-Seq BREAST Human	4/506	0.24726769190156397	0.9999907585392314	0	0	1.6100597609561753	2.249710350706538	RBM39;JUN;SAMHD1;HNRNPA1
TCF7L2 21901280 ChIP-Seq H4IIE Rat	7/1023	0.2509070740379713	0.9999907585392314	0	0	1.3989924646515959	1.9343485923471513	SEMA4A;CDKN1A;SARNP;PSME2;MAGOHB;SOD2;ASS1
MYC 18555785 ChIP-Seq MESCs Mouse	8/1200	0.25127559241999303	0.9999907585392314	0	0	1.364750510650715	1.8850001805030216	RBM3;HSPA8;RBM39;SYNGR2;TRA2A;CACYBP;FAU;RPS27A
POU5F1 18347094 ChIP-ChIP MESCs Mouse	13/2109	0.2535290305663611	0.9999907585392314	0	0	1.2692594542423445	1.7417754843866304	IFITM3;ZBP1;RTP4;GBP5;JUN;IFITM2;CFP;PARP14;UQCRH;TSPO;UPP1;HSPA1B;NFE2L2
SOX9 24532713 ChIP-Seq HFSC Mouse	9/1384	0.2550258043387185	0.9999907585392314	0	0	1.3324675324675326	1.820671038493728	UBE2F;DNAJB1;IFITM2;NDUFA11;CCRL2;RPL24;SNX20;ATOX1;HSPA1A
CIITA 18437201 ChIP-ChIP Raji B and iDC Human	1/59	0.25633905564263204	0.9999907585392314	0	0	3.4555903866248694	4.703937185372145	CACYBP
IRF1 19129219 ChIP-ChIP H3396 Human	2/196	0.2568156107552619	0.9999907585392314	0	0	2.0730065221965073	2.818038680312099	RPL24;ATP5L
PADI4 21655091 ChIP-ChIP MCF-7 Human	7/1037	0.26163989633422	0.9999907585392314	0	0	1.3789539617914188	1.8488823901491636	HSPA8;CACYBP;PTGS2;RPS27A;HNRNPA1;HSPA1B;ATP5L
IRF8 22096565 ChIP-ChIP GC-B Human	2/203	0.2697872573969225	0.9999907585392314	0	0	2.000101533150574	2.6203761530404495	RTP4;PSMB10
NFE2L2 22581777 ChIP-Seq LYMPHOBLASTOID Human	4/527	0.2703270935214483	0.9999907585392314	0	0	1.5437380497131932	2.019398624701656	FAM49B;CDKN1A;TNFAIP2;RPS27A
SOX9 22984422 ChIP-ChIP TESTIS Rat	1/64	0.2748013108427819	0.9999907585392314	0	0	3.1805355138688474	4.108319823136149	RAP1A
TP63 22573176 ChIP-Seq HFKS Human	24/4229	0.27641874700156116	0.9999907585392314	0	0	1.1786720070091996	1.5155816849118267	UBE2F;FAM49B;CD52;RBM39;IL1RN;CD40;NDUFA11;TNFAIP2;NDUFC2;ISG15;PTGS2;PSMB10;ASS1;ATP5L;DNAJB1;PRDX5;RAP1A;SYNGR2;SOCS1;CCRL2;HCLS1;UPP1;FAU;HNRNPA1
SCL 21571218 ChIP-Seq MEGAKARYOCYTES Human	11/1784	0.2780597385605508	0.9999907585392314	0	0	1.2636298535460115	1.617344239464632	PLAC8;IL1RN;PRDX5;JUN;CD40;CEBPB;RAP1A;SIN3B;SEMA4D;GMFG;PTGS2
EKLF 21900194 ChIP-Seq ERYTHROCYTE Mouse	8/1239	0.27920010409902524	0.9999907585392314	0	0	1.3187581676261788	1.682506663830501	VASP;CCND2;CCRL2;TRA2A;PSME1;PSME2;RPL24;RPS27A
SALL4 18804426 ChIP-ChIP MESCs Mouse	7/1062	0.28113197021766123	0.9999907585392314	0	0	1.3444937063649798	1.7060698441408282	IFITM3;UBE2F;CEBPB;UPP1;CFP;PARP14;NFE2L2
EGR1 19374776 ChIP-ChIP THP-1 Human	1/68	0.2892437892552286	0.9999907585392314	0	0	2.990049751243781	3.7091130169332227	JUN
SMAD2/3 21741376 ChIP-Seq ESCs Human	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	PLAC8;VASP;BATF2;PRDX5;CD40;IFITM2;SARNP;IRF7;CLEC4E;SAMHD1;ATOX1;TLR2
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	FAM49B;GBP5;RBM39;RAP1A;SOCS1;SEMA4D;GMFG;CCRL2;SAMHD1;ASS1;LIMD2;OASL2
ELK3 25401928 ChIP-Seq HUVEC Human	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	IFITM3;VASP;BATF2;SEMA4A;PRDX5;JUN;CDKN1A;MARCKSL1;ISG15;HNRNPA1;PSMB10;ATP5L
STAT1 17558387 ChIP-Seq HELA Human	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	RTP4;FAM49B;GBP5;IL1RN;ZFP800;IRGM1;IFI47;NUPR1;FPR2;UPP1;SAMHD1;MS4A4C
SOX2 18555785 Chip-Seq ESCs Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	PLAC8;UBE2F;IL15RA;IL1RN;JUN;CACYBP;COX5B;PTGS2;SAMHD1;ASS1;NFE2L2;TLR2
NELFA 20434984 ChIP-Seq ESCs Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	DNAJA1;HSPA8;DNAJB1;RBM39;CDKN1A;MARCKSL1;SIN3B;TRA2A;CACYBP;RPS27A;ATOX1;NFE2L2
CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	GSDMD;FAM49B;IL15RA;RBM39;SEMA4A;CD40;CEBPB;LY6I;NDUFA11;TSPO;FAU;RPS27A
EBNA1 20929547 Chip-Seq RAJI-cells Human	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	IFITM3;VAMP8;DNAJA1;CD52;DNAJB1;MARCKSL1;SYNGR2;SEMA4D;CCRL2;FPR2;FAU;SOD2
FLI1 21867929 ChIP-Seq CD8 Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	FAM49B;SEMA4A;CDKN1A;CCND2;ZFP800;TSPO;NDUFC2;FAU;IFIT1;PARP14;HSPA1B;MS4A6C
KAP1 22055183 ChIP-Seq ESCs Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	DNAJB1;IL1RN;PRDX5;JUN;IFITM2;SLFN1;TRA2A;SOD2;MS4A4C;UQCRH;OASL2;CCR2
SMC3 22415368 ChIP-Seq MEFs Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	GBP5;JUN;CDKN1A;CEBPB;IFITM2;SOCS1;IRF7;RPL24;IRGM1;CACYBP;ASS1;NFE2L2
GATA3 26560356 Chip-Seq TH2 Human	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	ZBP1;PLAC8;CD52;IL1RN;JUN;CCND2;RAP1A;SEMA4D;CACYBP;UPP1;SNX20;CCR2
FOXA1 26769127 Chip-Seq PDAC-Cell line Human	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	PLAC8;VASP;HSPA8;RBM39;JUN;CEBPB;NUPR1;IFIT1;PTGS2;UQCRH;ATP5L;NFE2L2
MYC 27129775 Chip-Seq CORNEA Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	ZBP1;PLAC8;UBE2F;JUN;SEMA4D;IGTP;ISG15;UPP1;IFIT1;SERPINA3G;PARP14;ASS1
E2A 27217539 Chip-Seq RAMOS-Cell line Human	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	ZBP1;PLAC8;RBM39;SEMA4A;CDKN1A;RAP1A;SEMA4D;CCRL2;SAMHD1;SOD2;CCDC50;NFE2L2
SOX2 27498859 Chip-Seq STOMACH Mouse	12/2000	0.296638201319329	0.9999907585392314	0	0	1.228644594841778	1.4931005886112434	PLAC8;UBE2F;GSDMD;DNAJB1;CCND2;LST1;NUPR1;MAGOHB;SAMHD1;CCDC50;NFE2L2;HSPA1A
MEIS1 20887958 ChIP-Seq HPC-7 Mouse	9/1452	0.3012049498030378	0.9999907585392314	0	0	1.2650156496310343	1.5179736812210682	UBE2F;DNAJB1;NDUFA11;GMFG;IFI47;NUPR1;COX5B;SOD2;CCR2
MYC 19079543 ChIP-ChIP MESCs Mouse	9/1458	0.30538493864777805	0.9999907585392314	0	0	1.2593679612313153	1.493839864175692	RBM3;DNAJA1;HSPA8;RPL24;CACYBP;FAU;RPS27A;ATP5L;NFE2L2
STAT3 20064451 ChIP-Seq CD4+T Mouse	13/2204	0.3065948306121832	0.9999907585392314	0	0	1.2077464234564599	1.4278318477121243	VASP;CD52;RBM39;JUN;LY6I;SEMA4D;SLFN1;PARP14;IIGP1;PLAC8;RAP1A;IGTP;HCLS1
CREB1 23762244 ChIP-Seq HIPPOCAMPUS Rat	14/2393	0.30714434060254187	0.9999907585392314	0	0	1.1989305649237025	1.415262571227055	HSPA8;RBM39;JUN;CDKN1A;CEBPB;ZFP800;MAGOHB;PSMB10;RBM3;DNAJA1;DNAJB1;SARNP;TRA2A;RPL24
SETDB1 19884255 ChIP-Seq MESCs Mouse	12/2020	0.3085890321966397	0.9999907585392314	0	0	1.2150488953277798	1.4285875178755827	CD52;CDKN1A;CEBPB;IFITM2;SYNGR2;SEMA4D;LST1;NUPR1;PARP14;PSMB10;ASS1;ATOX1
MYC 18940864 ChIP-ChIP HL60 Human	5/746	0.3173985379003263	0.9999907585392314	0	0	1.3608210810426877	1.5616742954548035	UBE2F;VASP;DNAJB1;CACYBP;HNRNPA1
RAD21 21589869 ChIP-Seq MESCs Mouse	12/2036	0.31824620595721526	0.9999907585392314	0	0	1.2043657923104563	1.378914482263961	IFITM3;JUN;CEBPB;IFITM2;RAP1A;GMFG;COX17;SAMHD1;SOD2;CFB;ASS1;ATOX1
WT1 20215353 ChIP-ChIP NEPHRON PROGENITOR Mouse	10/1663	0.3189100544841463	0.9999907585392314	0	0	1.2265241648181757	1.4017284525403795	VASP;VAMP8;DNAJA1;RBM39;PRDX5;JUN;CDKN1A;MARCKSL1;CCND2;SOCS1
GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human	7/1111	0.3203388736015986	0.9999907585392314	0	0	1.2814788842138072	1.45880463138307	GSDMD;JUN;CDKN1A;CEBPB;SOCS1;SEMA4D;ASS1
EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human	4/574	0.32313650199240757	0.9999907585392314	0	0	1.4130116959064327	1.5962516718768032	GSDMD;FAM49B;CEBPB;CCDC50
SMARCA4 20176728 ChIP-ChIP TSCs Mouse	7/1118	0.3260270819705406	0.9999907585392314	0	0	1.2729305188583375	1.4266684827395004	DNAJA1;HSPA8;BATF2;DNAJB1;RAP1A;NFE2L2;HSPA1A
GF1B 26923725 Chip-Seq HPCs Mouse	10/1676	0.3276037375402216	0.9999907585392314	0	0	1.2160864345738296	1.3570922868573443	JUN;CCND2;SOCS1;SEMA4D;GMFG;TRA2A;PTGS2;SNX20;NFE2L2;CCR2
WDR5 24793694 ChIP-Seq LNCAP Human	5/757	0.3282764180246146	0.9999907585392314	0	0	1.3401455767077268	1.4927872032048568	ZBP1;PLAC8;SOCS1;SARNP;ASS1
NKX2-5 21415370 ChIP-Seq HL-1 Mouse	9/1507	0.3400188034113064	0.9999907585392314	0	0	1.2149385994512831	1.310620309771992	UBE2F;RAP1A;TRA2A;NDUFC2;IFIT1;SAMHD1;UQCRH;CCDC50;OASL2
CEBPA 23403033 ChIP-Seq LIVER Mouse	4/589	0.3401958377398031	0.9999907585392314	0	0	1.3757122507122508	1.4833394943462186	RBM39;SARNP;SAMHD1;RPS27A
NR1H3 23393188 ChIP-Seq ATHEROSCLEROTIC-FOAM Human	4/599	0.3515920366671631	0.9999907585392314	0	0	1.351890756302521	1.41310945592536	IL1RN;JUN;HCLS1;UPP1
TCFAP2C 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	15/2667	0.3539060594914609	0.9999907585392314	0	0	1.1477242480702687	1.192168457569577	HSPA8;RBM39;MARCKSL1;GMFG;NDUFC2;PARP14;ATOX1;ATP5L;DNAJA1;DNAJB1;TRA2A;TSPO;RPS27A;NFE2L2;TLR2
SOX2 18358816 ChIP-ChIP MESCs Mouse	5/785	0.3561327404529736	0.9999907585392314	0	0	1.2901484480431848	1.332016024472842	DNAJB1;IFITM2;CACYBP;UPP1;NFE2L2
TRIM28 21343339 ChIP-Seq HEK293 Human	1/90	0.3637331156781473	0.9999907585392314	0	0	2.2484394506866416	2.2739252396942655	CDKN1A
FOXP3 17237761 ChIP-ChIP TREG Mouse	2/257	0.36874977265728914	0.9999907585392314	0	0	1.5722288915566227	1.5685136955847134	GBP5;RAP1A
RUNX 20019798 ChIP-Seq JUKART Human	4/616	0.37097623459643675	0.9999907585392314	0	0	1.3131808278867103	1.3021727955994375	UBE2F;GBP5;CEBPB;SOCS1
ASXL1 24218140 ChIP-Seq BMDM Mouse	5/807	0.378111229906153	0.9999907585392314	0	0	1.25331408321302	1.2189317520761438	HSPA8;PRDX5;LST1;FAU;SNX20
CCND1 20090754 ChIP-ChIP RETINA Mouse	12/2137	0.3807457173592366	0.9999907585392314	0	0	1.1406417112299465	1.1014304815688638	VASP;HSPA8;JUN;CCND2;SOCS1;GMFG;PSME2;CACYBP;RPS27A;PSMB10;ATP5L;NFE2L2
EST1 17652178 ChIP-ChIP JURKAT Human	6/1001	0.3848790620518599	0.9999907585392314	0	0	1.2127659574468086	1.157980611897834	RBM3;COX17;CACYBP;RPS27A;UQCRH;ATP5L
E2F4 17652178 ChIP-ChIP JURKAT Human	6/1002	0.385781450748693	0.9999907585392314	0	0	1.2114842348115868	1.1539196644521552	HSPA8;CDKN1A;RAP1A;CACYBP;RPS27A;NFE2L2
EED 16625203 ChIP-ChIP MESCs Mouse	5/830	0.40109155561592924	0.9999907585392314	0	0	1.2169059011164274	1.111723320402544	IL15RA;JUN;CCND2;HSPA1B;HSPA1A
KLF5 18264089 ChIP-ChIP MESCs Mouse	1/103	0.4040599390731852	0.9999907585392314	0	0	1.9605862547039017	1.776667673398047	CDKN1A
KLF2 18264089 ChIP-ChIP MESCs Mouse	1/103	0.4040599390731852	0.9999907585392314	0	0	1.9605862547039017	1.776667673398047	CDKN1A
KLF4 18264089 ChIP-ChIP MESCs Mouse	1/104	0.4070550586365517	0.9999907585392314	0	0	1.9414533686378346	1.7449915352070269	CDKN1A
TCFCP2L1 18555785 ChIP-Seq MESCs Mouse	11/1987	0.4082209148154801	0.9999907585392314	0	0	1.1211163171541645	1.0044605691947048	IFITM3;UBE2F;DNAJA1;HSPA8;CDKN1A;SOCS1;GMFG;PSME2;COX5B;UQCRH;ATOX1
SALL1 21062744 ChIP-ChIP HESCs Human	1/105	0.41003527484740526	0.9999907585392314	0	0	1.9226884226884227	1.7140999679223647	PARP14
NANOG 21062744 ChIP-ChIP HESCs Human	5/840	0.4110648557017606	0.9999907585392314	0	0	1.2017018594390168	1.0683180929292353	GBP5;GMFG;CACYBP;NUPR1;HNRNPA1
ATF3 23680149 ChIP-Seq GBM1-GSC Human	12/2189	0.4135876303684575	0.9999907585392314	0	0	1.1101390570843948	0.9801260799836008	GBP5;DNAJB1;PRDX5;JUN;CDKN1A;CEBPB;RPL24;CACYBP;UPP1;HNRNPA1;ATOX1;NFE2L2
STAT1 20625510 ChIP-Seq HELA Human	4/656	0.41640055447362356	0.9999907585392314	0	0	1.2300613496932515	1.0776661100367235	IFITM2;IRF7;HCLS1;CFB
RXRA 24833708 ChIP-Seq LIVER Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	ZBP1;CD52;SOCS1;LST1;IGTP;TNFAIP2;IFI47;FAU;IFIT1;CFB;CCDC50
CEBPA 26348894 ChIP-Seq LIVER Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IL15RA;CD52;IL1RN;PRDX5;CCND2;RPL24;NDUFC2;HCLS1;IFIT1;PTGS2;TLR2
BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	PLAC8;UBE2F;RTP4;RBM3;SYNGR2;SARNP;TNFAIP2;FPR2;UQCRH;ATOX1;NFE2L2
OCT4 18555785 Chip-Seq ESCs Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	UBE2F;IL15RA;GBP5;RBM39;RAP1A;CACYBP;COX5B;PTGS2;SAMHD1;ASS1;TLR2
