Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
protein-DNA complex assembly (GO:0065004)	4/143	0.00578268220405759	0.03939646276447084	0	0	5.923561151079137	30.523445127791966	PSME1;PSME2;RPS27A;PSMB10
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	2/23	0.005847619592062275	0.03939646276447084	0	0	19.318756073858115	99.33164622370634	HSPA1B;HSPA1A
negative regulation of signal transduction in absence of ligand (GO:1901099)	2/23	0.005847619592062275	0.03939646276447084	0	0	19.318756073858115	99.33164622370634	HSPA1B;HSPA1A
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	2/23	0.005847619592062275	0.03939646276447084	0	0	19.318756073858115	99.33164622370634	SOCS1;PARP14
positive regulation of mRNA processing (GO:0050685)	2/23	0.005847619592062275	0.03939646276447084	0	0	19.318756073858115	99.33164622370634	RBM3;TRA2A
NIK/NF-kappaB signaling (GO:0038061)	3/74	0.006081441880416014	0.04071079883004606	0	0	8.637578045593147	44.073358237157414	PSME1;PSME2;PSMB10
regulation of hematopoietic progenitor cell differentiation (GO:1901532)	3/75	0.006312136885679514	0.041569390511995874	0	0	8.517182130584192	43.1419208970586	PSME1;PSME2;PSMB10
regulation of axon extension involved in axon guidance (GO:0048841)	2/24	0.006358547360763446	0.041569390511995874	0	0	18.43970315398887	93.26719485343038	SEMA4A;SEMA4D
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	2/24	0.006358547360763446	0.041569390511995874	0	0	18.43970315398887	93.26719485343038	CEBPB;NFE2L2
positive regulation of cytosolic calcium ion concentration (GO:0007204)	4/147	0.006367908537042184	0.041569390511995874	0	0	5.756701631701632	29.10867080707759	CD52;CCRL2;FPR2;CCR2
regulation of cytosolic calcium ion concentration (GO:0051480)	4/148	0.00652012951086752	0.042220530102033894	0	0	5.716435185185185	28.77002392897925	CD52;CCRL2;FPR2;CCR2
RNA transport (GO:0050658)	3/76	0.006547998483950072	0.042220530102033894	0	0	8.400084733794662	42.240631240424875	SARNP;HNRNPA1;MAGOHB
regulation of cytokine production (GO:0001817)	4/150	0.006831781621966355	0.043616968535989765	0	0	5.637557077625571	28.10981677297072	ZBP1;IRF7;ISG15;CCR2
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	2/25	0.006889074002829973	0.043616968535989765	0	0	17.637089618456077	87.79423275712823	PSME1;PSME2
regulation of spindle assembly (GO:0090169)	2/25	0.006889074002829973	0.043616968535989765	0	0	17.637089618456077	87.79423275712823	HSPA1B;HSPA1A
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	3/79	0.007286866254448595	0.04577807087070008	0	0	8.067281606077048	39.704592204651284	HSPA1B;HSPA1A;NFE2L2
positive regulation of Wnt signaling pathway (GO:0030177)	4/153	0.0073175222704829805	0.04577807087070008	0	0	5.52321029082774	27.16029544979405	PSME1;PSME2;PSMB10;TLR2
membrane organization (GO:0061024)	5/242	0.0073846582565567495	0.045924709039296706	0	0	4.36664445924939	21.433022123664735	RTP4;VAMP8;HSPA8;SYNGR2;RPS27A
regulation of monocyte chemotaxis (GO:0090025)	2/26	0.0074389947886241	0.045980289896913204	0	0	16.901360544217688	82.83389842043363	FPR2;CCR2
negative regulation of cellular process (GO:0048523)	8/566	0.007481093789126697	0.045980289896913204	0	0	3.01418108150226	14.75555053743732	VAMP8;CDKN1A;SEMA4D;NUPR1;SOD2;HSPA1B;TLR2;HSPA1A
regulation of interleukin-8 production (GO:0032677)	3/81	0.007805783179295093	0.047696965822320594	0	0	7.859635210150674	38.141948154855065	HSPA1B;TLR2;HSPA1A
regulation of toll-like receptor signaling pathway (GO:0034121)	2/27	0.008008106510589556	0.04782113603766831	0	0	16.224489795918366	78.32049478663112	IRF7;TLR2
regulation of vascular endothelial growth factor production (GO:0010574)	2/27	0.008008106510589556	0.04782113603766831	0	0	16.224489795918366	78.32049478663112	PTGS2;CCR2
positive regulation of erythrocyte differentiation (GO:0045648)	2/27	0.008008106510589556	0.04782113603766831	0	0	16.224489795918366	78.32049478663112	HSPA1B;HSPA1A
positive regulation of nitric oxide biosynthetic process (GO:0045429)	2/27	0.008008106510589556	0.04782113603766831	0	0	16.224489795918366	78.32049478663112	PTGS2;ASS1
cellular response to starvation (GO:0009267)	4/158	0.008176819501307596	0.0485527530840355	0	0	5.342532467532467	25.67862595978233	HSPA8;CDKN1A;CEBPB;HNRNPA1
negative regulation of oxidative stress-induced cell death (GO:1903202)	2/28	0.00859620747114401	0.048994603939072845	0	0	15.599686028257457	74.19887958363982	SOD2;NFE2L2
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	2/28	0.00859620747114401	0.048994603939072845	0	0	15.599686028257457	74.19887958363982	HSPA1B;HSPA1A
regulation of protein transport (GO:0051223)	2/28	0.00859620747114401	0.048994603939072845	0	0	15.599686028257457	74.19887958363982	DNAJA1;HSPA8
response to interferon-beta (GO:0035456)	2/28	0.00859620747114401	0.048994603939072845	0	0	15.599686028257457	74.19887958363982	IFITM3;IFITM2
positive regulation of microtubule polymerization (GO:0031116)	2/28	0.00859620747114401	0.048994603939072845	0	0	15.599686028257457	74.19887958363982	HSPA1B;HSPA1A
positive regulation of nitric oxide metabolic process (GO:1904407)	2/28	0.00859620747114401	0.048994603939072845	0	0	15.599686028257457	74.19887958363982	PTGS2;ASS1
positive regulation of synapse assembly (GO:0051965)	2/28	0.00859620747114401	0.048994603939072845	0	0	15.599686028257457	74.19887958363982	SEMA4A;SEMA4D
nuclear export (GO:0051168)	3/84	0.008624169104403879	0.048994603939072845	0	0	7.567392134402444	35.9692273171892	SARNP;HNRNPA1;MAGOHB
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	3/85	0.008907727513708056	0.05033344955326434	0	0	7.474729695750566	35.28697392743489	PSME1;PSME2;PSMB10
gene expression (GO:0010467)	6/356	0.00896159639313945	0.05036704710796557	0	0	3.5653495440729484	16.809934627699988	RBM3;RBM39;SARNP;RPL24;MAGOHB;RPS27A
positive regulation of proteasomal protein catabolic process (GO:1901800)	3/86	0.009196704279318185	0.051177012943625345	0	0	7.384300086945721	34.62431918243145	NUPR1;HSPA1B;HSPA1A
MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	2/29	0.009203097475114358	0.051177012943625345	0	0	15.02116402116402	70.4224490277819	RPS27A;TLR2
negative regulation of binding (GO:0051100)	3/88	0.009790996030666814	0.05380122546649148	0	0	7.209824135839903	33.35475235562723	CDKN1A;JUN;IFIT1
regulation of establishment of planar polarity (GO:0090175)	3/88	0.009790996030666814	0.05380122546649148	0	0	7.209824135839903	33.35475235562723	PSME1;PSME2;PSMB10
positive regulation of endopeptidase activity (GO:0010950)	2/30	0.009828577820710147	0.05380122546649148	0	0	14.48396501457726	66.95156387938638	PSME1;PSME2
regulation of type I interferon production (GO:0032479)	3/89	0.010096350777318724	0.05441674188185631	0	0	7.1256293454807	32.74640846917216	ZBP1;IRF7;ISG15
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	3/89	0.010096350777318724	0.05441674188185631	0	0	7.1256293454807	32.74640846917216	PSME1;PSME2;PSMB10
second-messenger-mediated signaling (GO:0019932)	3/89	0.010096350777318724	0.05441674188185631	0	0	7.1256293454807	32.74640846917216	CCRL2;FPR2;CCR2
mitochondrial respiratory chain complex assembly (GO:0033108)	3/90	0.010407203415041762	0.05558861767980006	0	0	7.043370067543548	32.15479504350625	NDUFA11;COX17;NDUFC2
negative regulation of axon extension (GO:0030517)	2/31	0.010472451285062238	0.05558861767980006	0	0	13.983814215341308	63.75230908786907	SEMA4A;SEMA4D
positive regulation of mononuclear cell migration (GO:0071677)	2/31	0.010472451285062238	0.05558861767980006	0	0	13.983814215341308	63.75230908786907	FPR2;CCR2
regulation of stem cell differentiation (GO:2000736)	3/91	0.010723572048524518	0.05663554885929281	0	0	6.9629803186504216	31.57928099076808	PSME1;PSME2;PSMB10
negative regulation of chemotaxis (GO:0050922)	2/32	0.011134522122224879	0.05822080970377287	0	0	13.517006802721088	60.79550767481704	SEMA4A;SEMA4D
negative regulation of DNA biosynthetic process (GO:2000279)	2/32	0.011134522122224879	0.05822080970377287	0	0	13.517006802721088	60.79550767481704	CDKN1A;HNRNPA1
negative regulation of smooth muscle cell proliferation (GO:0048662)	2/33	0.011814596043916763	0.06116817951801241	0	0	13.08031599736669	58.0559303610333	CDKN1A;SOD2
negative chemotaxis (GO:0050919)	2/33	0.011814596043916763	0.06116817951801241	0	0	13.08031599736669	58.0559303610333	SEMA4A;SEMA4D
positive regulation of interleukin-12 production (GO:0032735)	2/34	0.012512480224535567	0.06446380743130824	0	0	12.670918367346939	55.51165721021778	CD40;TLR2
positive regulation of cold-induced thermogenesis (GO:0120162)	3/97	0.012738546663725812	0.06530835387110161	0	0	6.516560649265189	28.432553772777887	PLAC8;CEBPB;CCR2
regulation of mitotic spindle organization (GO:0060236)	2/35	0.013227983272248344	0.0671623691745556	0	0	12.286332714904143	53.14355844722063	HSPA1B;HSPA1A
semaphorin-plexin signaling pathway (GO:0071526)	2/35	0.013227983272248344	0.0671623691745556	0	0	12.286332714904143	53.14355844722063	SEMA4A;SEMA4D
cellular response to heat (GO:0034605)	2/36	0.013960915236479575	0.07020536800736858	0	0	11.92436974789916	50.93486932982207	HSPA1B;HSPA1A
transition metal ion transport (GO:0000041)	2/36	0.013960915236479575	0.07020536800736858	0	0	11.92436974789916	50.93486932982207	COX17;ATOX1
calcium-mediated signaling (GO:0019722)	3/102	0.01457217853152271	0.07201316971879912	0	0	6.185879412683536	26.15786422245009	CCRL2;FPR2;CCR2
negative regulation of epithelial cell apoptotic process (GO:1904036)	2/37	0.014711087587821891	0.07201316971879912	0	0	11.583090379008746	48.87083992538764	NUPR1;NFE2L2
regulation of erythrocyte differentiation (GO:0045646)	2/37	0.014711087587821891	0.07201316971879912	0	0	11.583090379008746	48.87083992538764	HSPA1B;HSPA1A
neural crest cell migration (GO:0001755)	2/37	0.014711087587821891	0.07201316971879912	0	0	11.583090379008746	48.87083992538764	SEMA4A;SEMA4D
positive regulation of myeloid cell differentiation (GO:0045639)	2/37	0.014711087587821891	0.07201316971879912	0	0	11.583090379008746	48.87083992538764	HSPA1B;HSPA1A
regulation of mitotic cell cycle phase transition (GO:1901990)	4/188	0.014731523776918942	0.07201316971879912	0	0	4.4646739130434785	18.830948075479636	PSME1;PSME2;RPS27A;PSMB10
negative regulation of innate immune response (GO:0045824)	2/38	0.015478313223536513	0.07531345924970775	0	0	11.260770975056689	46.9384448645158	ISG15;SAMHD1
RNA export from nucleus (GO:0006405)	3/106	0.016141267057155385	0.07733841248956412	0	0	5.944450005004504	24.52903651782376	SARNP;MAGOHB;HNRNPA1
negative regulation of lymphocyte proliferation (GO:0050672)	2/39	0.016262406432153827	0.07733841248956412	0	0	10.955874241588527	45.126141525786544	CEBPB;LST1
regulation of cellular component biogenesis (GO:0044087)	2/39	0.016262406432153827	0.07733841248956412	0	0	10.955874241588527	45.126141525786544	HSPA8;RAP1A
regulation of viral entry into host cell (GO:0046596)	2/39	0.016262406432153827	0.07733841248956412	0	0	10.955874241588527	45.126141525786544	IFITM3;IFITM2
mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	2/39	0.016262406432153827	0.07733841248956412	0	0	10.955874241588527	45.126141525786544	NDUFA11;NDUFC2
regulation of nitric oxide biosynthetic process (GO:0045428)	2/40	0.017063182912830144	0.08078110469092109	0	0	10.66702470461869	43.42366746060685	PTGS2;ASS1
mRNA processing (GO:0006397)	5/300	0.017407981172349315	0.08204389332797817	0	0	3.4977698483496877	14.16885875713136	HSPA8;SARNP;TRA2A;MAGOHB;HNRNPA1
negative regulation of cell-cell adhesion (GO:0022408)	2/41	0.017880459748112743	0.08352161420118441	0	0	10.392987964416536	41.82186992516352	IL1RN;ASS1
positive regulation of biomineral tissue development (GO:0070169)	2/41	0.017880459748112743	0.08352161420118441	0	0	10.392987964416536	41.82186992516352	CEBPB;ISG15
translesion synthesis (GO:0019985)	2/42	0.01871405540009226	0.08702863816591577	0	0	10.13265306122449	40.31256172341721	ISG15;RPS27A
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	3/113	0.019107476063515608	0.0880787602752408	0	0	5.564198687910028	22.021293400586593	RPL24;MAGOHB;RPS27A
positive regulation of metabolic process (GO:0009893)	3/113	0.019107476063515608	0.0880787602752408	0	0	5.564198687910028	22.021293400586593	PLAC8;CEBPB;CCR2
DNA synthesis involved in DNA repair (GO:0000731)	2/43	0.01956378970919087	0.08953626633947998	0	0	9.885017421602788	38.888398778373954	ISG15;RPS27A
proteasomal protein catabolic process (GO:0010498)	4/205	0.019594044964871927	0.08953626633947998	0	0	4.083540630182421	16.05864434886333	PSME1;PSME2;PSMB10;NFE2L2
positive regulation of apoptotic process (GO:0043065)	5/310	0.01975391446309454	0.08987603506801888	0	0	3.381363244176014	13.26983411070672	ZBP1;DNAJA1;JUN;NUPR1;RPS27A
regulation of endothelial cell apoptotic process (GO:2000351)	2/44	0.020429483861515323	0.09215187784743607	0	0	9.649173955296405	37.54277574025534	CD40;NFE2L2
mRNA catabolic process (GO:0006402)	2/44	0.020429483861515323	0.09215187784743607	0	0	9.649173955296405	37.54277574025534	HSPA1B;HSPA1A
negative regulation of transcription by RNA polymerase II (GO:0000122)	8/684	0.021304369717566097	0.09490601438822362	0	0	2.472858245433496	9.517643336479285	DNAJB1;JUN;CEBPB;SIN3B;SEMA4D;IRF7;RPS27A;HSPA1A
neural crest cell development (GO:0014032)	2/45	0.02131096041448218	0.09490601438822362	0	0	9.424299952539155	36.26973658038426	SEMA4A;SEMA4D
positive regulation of response to biotic stimulus (GO:0002833)	2/45	0.02131096041448218	0.09490601438822362	0	0	9.424299952539155	36.26973658038426	GBP5;FPR2
interleukin-12-mediated signaling pathway (GO:0035722)	2/46	0.0222080432575084	0.09806997253630811	0	0	9.20964749536178	35.063897787087264	PSME2;SOD2
postreplication repair (GO:0006301)	2/46	0.0222080432575084	0.09806997253630811	0	0	9.20964749536178	35.063897787087264	ISG15;RPS27A
positive regulation of protein modification process (GO:0031401)	4/214	0.02252605307882407	0.09881477207032731	0	0	3.9067460317460316	14.818610884069741	CD40;CCND2;SEMA4D;FPR2
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	5/321	0.022564743384280262	0.09881477207032731	0	0	3.2618254497001997	12.366776123924236	PSME1;PSME2;RPS27A;PSMB10;NFE2L2
cellular response to interferon-gamma (GO:0071346)	3/121	0.02284271060386328	0.09961696616041621	0	0	5.18486807618382	19.594255356497303	GBP5;IRF7;TLR2
cellular response to interleukin-12 (GO:0071349)	2/48	0.024048330053217173	0.10083704915863025	0	0	8.808340727595386	32.83476119194659	PSME2;SOD2
positive regulation of blood vessel endothelial cell migration (GO:0043536)	2/48	0.024048330053217173	0.10083704915863025	0	0	8.808340727595386	32.83476119194659	CD40;PTGS2
non-canonical Wnt signaling pathway (GO:0035567)	3/124	0.02433859831690262	0.10083704915863025	0	0	5.055550822186248	18.784868637002166	PSME1;PSME2;PSMB10
regulation of cytochrome-c oxidase activity (GO:1904959)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	COX17
regulation of fever generation (GO:0031620)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	PTGS2
negative regulation of synapse organization (GO:1905809)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	TLR2
cellular response to sodium arsenite (GO:1903936)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	HNRNPA1
deoxyribonucleotide metabolic process (GO:0009262)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	SAMHD1
regulation of protein import (GO:1904589)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	HSPA8
exocyst localization (GO:0051601)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	TNFAIP2
regulation of sterol transport (GO:0032371)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	TSPO
positive regulation of heat generation (GO:0031652)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	PTGS2
response to sodium arsenite (GO:1903935)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	HNRNPA1
positive regulation of prostaglandin biosynthetic process (GO:0031394)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	PTGS2
positive regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061419)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	NFE2L2
positive regulation of vascular associated smooth muscle cell apoptotic process (GO:1905461)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	SOD2
monocyte extravasation (GO:0035696)	1/5	0.024753528718293626	0.10083704915863025	0	0	50.24242424242424	185.83603697375267	CCR2
RNA catabolic process (GO:0006401)	2/49	0.024991188433223118	0.10102207324352883	0	0	8.620495006513243	31.803005852102093	HSPA1B;HSPA1A
positive regulation of reactive oxygen species metabolic process (GO:2000379)	2/49	0.024991188433223118	0.10102207324352883	0	0	8.620495006513243	31.803005852102093	CDKN1A;FPR2
negative regulation of cell growth (GO:0030308)	3/126	0.025364692857154602	0.1017492068430133	0	0	4.972843852149862	18.272203113433353	CDKN1A;HSPA1B;HSPA1A
negative regulation of growth (GO:0045926)	3/126	0.025364692857154602	0.1017492068430133	0	0	4.972843852149862	18.272203113433353	CDKN1A;HSPA1B;HSPA1A
regulation of complement activation (GO:0030449)	2/50	0.025948961945953097	0.10369718252926503	0	0	8.44047619047619	30.82144266223132	CFP;CFB
regulation of interleukin-12 production (GO:0032655)	2/51	0.026921481071539247	0.10661713197431169	0	0	8.26780508121616	29.886716110404755	CD40;TLR2
positive regulation of fat cell differentiation (GO:0045600)	2/51	0.026921481071539247	0.10661713197431169	0	0	8.26780508121616	29.886716110404755	CEBPB;PTGS2
positive regulation of canonical Wnt signaling pathway (GO:0090263)	3/130	0.027486009704557734	0.10661713197431169	0	0	4.81524474389155	17.306365881326172	PSME1;PSME2;PSMB10
ameboidal-type cell migration (GO:0001667)	2/52	0.02790857758050539	0.10661713197431169	0	0	8.10204081632653	28.995755414400413	SEMA4A;SEMA4D
regulation of immune effector process (GO:0002697)	2/53	0.028910084539220875	0.10661713197431169	0	0	7.942777110844338	28.145745374205482	CFP;CFB
positive regulation of phagocytosis (GO:0050766)	2/53	0.028910084539220875	0.10661713197431169	0	0	7.942777110844338	28.145745374205482	IL15RA;FPR2
RNA metabolic process (GO:0016070)	3/133	0.029137373715346374	0.10661713197431169	0	0	4.703409992069786	16.630004784566133	RBM3;RBM39;HNRNPA1
negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	GMFG
negative regulation of cardiac muscle cell apoptotic process (GO:0010667)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	NUPR1
negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	SOCS1
purine deoxyribonucleotide catabolic process (GO:0009155)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	SAMHD1
negative regulation of establishment of protein localization to mitochondrion (GO:1903748)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	DNAJA1
aspartate metabolic process (GO:0006531)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	ASS1
axo-dendritic transport (GO:0008088)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	HSPA8
negative regulation of myeloid cell apoptotic process (GO:0033033)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	IRF7
negative regulation of myeloid leukocyte mediated immunity (GO:0002887)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	CCR2
cellular response to bacterial lipopeptide (GO:0071221)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	TLR2
regulation of excitatory synapse assembly (GO:1904889)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	SEMA4A
cellular response to lipoteichoic acid (GO:0071223)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	TLR2
cellular response to salt (GO:1902075)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	HNRNPA1
regulation of macrophage apoptotic process (GO:2000109)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	IRF7
oxygen homeostasis (GO:0032364)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	SOD2
positive regulation of anion transport (GO:1903793)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	CEBPB
regulation of type 2 immune response (GO:0002828)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	CCR2
regulation of type B pancreatic cell proliferation (GO:0061469)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	NUPR1
positive regulation of fever generation (GO:0031622)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	PTGS2
positive regulation of granulocyte differentiation (GO:0030854)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	HCLS1
response to lipoteichoic acid (GO:0070391)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	TLR2
ISG15-protein conjugation (GO:0032020)	1/6	0.029630963394411815	0.10661713197431169	0	0	40.19191919191919	141.432767389918	ISG15
regulation of cyclin-dependent protein kinase activity (GO:1904029)	2/54	0.02992583628203801	0.10661713197431169	0	0	7.789638932496075	27.334100710931292	CDKN1A;CCND2
regulation of humoral immune response (GO:0002920)	2/54	0.02992583628203801	0.10661713197431169	0	0	7.789638932496075	27.334100710931292	CFP;CFB
positive regulation of leukocyte chemotaxis (GO:0002690)	2/54	0.02992583628203801	0.10661713197431169	0	0	7.789638932496075	27.334100710931292	FPR2;CCR2
protein-containing complex disassembly (GO:0032984)	2/56	0.03199941777272016	0.11290637355026728	0	0	7.500377928949358	25.81658262777106	VAMP8;HSPA8
positive regulation of interleukin-1 beta production (GO:0032731)	2/56	0.03199941777272016	0.11290637355026728	0	0	7.500377928949358	25.81658262777106	GSDMD;GBP5
regulation of cellular component organization (GO:0051128)	3/139	0.03259476166351094	0.11290637355026728	0	0	4.4945421467556095	15.387531072601112	HSPA8;RAP1A;SEMA4D
positive regulation of interferon-gamma production (GO:0032729)	2/57	0.03305692249429009	0.11290637355026728	0	0	7.363636363636363	25.106496966632545	ISG15;CCR2
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	2/58	0.0341280219187038	0.11290637355026728	0	0	7.2317784256559765	24.426318589638807	HSPA1B;HSPA1A
mitochondrial respiratory chain complex I assembly (GO:0032981)	2/58	0.0341280219187038	0.11290637355026728	0	0	7.2317784256559765	24.426318589638807	NDUFA11;NDUFC2
NADH dehydrogenase complex assembly (GO:0010257)	2/58	0.0341280219187038	0.11290637355026728	0	0	7.2317784256559765	24.426318589638807	NDUFA11;NDUFC2
Ras protein signal transduction (GO:0007265)	3/142	0.03440042569704429	0.11290637355026728	0	0	4.396870132759772	14.816073224082533	JUN;CDKN1A;RAP1A
protein localization to organelle (GO:0033365)	3/142	0.03440042569704429	0.11290637355026728	0	0	4.396870132759772	14.816073224082533	DNAJA1;GBP5;ISG15
regulation by virus of viral protein levels in host cell (GO:0046719)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	IFIT1
autophagosome membrane docking (GO:0016240)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	VAMP8
negative regulation of interferon-gamma-mediated signaling pathway (GO:0060336)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	PARP14
regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043376)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	SOCS1
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901029)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	HSPA1A
negative regulation of neurotransmitter secretion (GO:0046929)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	RAP1A
negative regulation of response to interferon-gamma (GO:0060331)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	PARP14
regulation of histamine secretion by mast cell (GO:1903593)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	VAMP8
negative regulation of type 2 immune response (GO:0002829)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	CCR2
citrulline metabolic process (GO:0000052)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	ASS1
regulation of prostaglandin biosynthetic process (GO:0031392)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	PTGS2
gas homeostasis (GO:0033483)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	SOD2
regulation of vascular associated smooth muscle cell apoptotic process (GO:1905459)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	SOD2
positive regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903071)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	NFE2L2
positive regulation of type I interferon-mediated signaling pathway (GO:0060340)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	ZBP1
positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	PTGS2
positive regulation of vascular associated smooth muscle cell differentiation (GO:1905065)	1/7	0.03448424920041465	0.11290637355026728	0	0	33.49158249158249	112.77461836050252	SOD2
positive regulation of cellular process (GO:0048522)	7/625	0.03723751907722941	0.12011189785991692	0	0	2.348435814455232	7.727383498024528	IL15RA;CCND2;COX17;HCLS1;NUPR1;FPR2;TLR2
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	4/251	0.03729587892996808	0.12011189785991692	0	0	3.3152834008097165	10.90354421728537	HSPA8;TRA2A;MAGOHB;HNRNPA1
positive regulation of transcription by RNA polymerase II (GO:0045944)	9/908	0.03795223088014645	0.12011189785991692	0	0	2.0903445831143275	6.83840969208986	PLAC8;JUN;CD40;CEBPB;IRF7;HCLS1;RPS27A;NFE2L2;TLR2
positive regulation of phosphorylation (GO:0042327)	4/253	0.03822123653616004	0.12011189785991692	0	0	3.2883199464524764	10.734273212826055	CD40;CCND2;SEMA4D;FPR2
positive regulation of interleukin-1 production (GO:0032732)	2/62	0.03854519675936855	0.12011189785991692	0	0	6.7482993197278915	21.97194825947037	GSDMD;GBP5
I-kappaB kinase/NF-kappaB signaling (GO:0007249)	2/62	0.03854519675936855	0.12011189785991692	0	0	6.7482993197278915	21.97194825947037	RPS27A;TLR2
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	3/149	0.03881161882744203	0.12011189785991692	0	0	4.184578449371558	13.595844448680905	PSME1;PSME2;PSMB10
