gene,mean_est_amb,n,total_umis
Pcyox1,1.9205648173239575e-5,0,7995
Pcyox1l,3.924165828189029e-6,0,1211
Pcyt1a,1.870577280682958e-5,0,8746
Pcyt1b,3.727652180832514e-7,0,171
Pcyt2,1.860274456236568e-5,0,6362
Pdap1,6.942624053912923e-5,0,28545
Pdc,6.122970461840299e-8,0,2
Pdcd1,4.152057099279852e-6,0,1581
Pdcd10,1.4201353068682556e-4,0,52442
Pdcd11,2.118591796359857e-5,0,7599
Pdcd1lg2,1.4723541201836734e-5,0,4733
Pdcd2,2.5822443374390917e-5,0,9972
Pdcd2l,2.350162259861268e-5,0,7504
Pdcd4,1.00171394203573e-4,0,28967
Pdcd5,1.2693917837585026e-4,0,45849
Pdcd6,1.1179061030758581e-4,0,37314
Pdcd6ip,1.1633130428088722e-4,0,40067
Pdcd7,2.3107331390591144e-5,0,8903
Pdcl,2.2857094562506315e-5,0,6328
Pdcl2,3.085688487375806e-8,0,1
Pdcl3,6.119624385923955e-5,0,20049
Pde10a,6.54890650998856e-7,0,162
Pde11a,1.0845368973996558e-6,0,367
Pde12,1.4319091128141301e-5,0,5410
Pde1a,7.323831830521934e-7,0,185
Pde1b,4.194176385772906e-6,0,1166
Pde1c,2.764614574972883e-7,0,141
Pde2a,1.499049177368868e-5,0,5349
Pde3a,1.4208969572978835e-5,0,6109
Pde3b,2.683948762319078e-5,0,9556
Pde4a,7.661619206689791e-6,0,2750
Pde4b,5.799843517864534e-5,0,21413
Pde4c,3.901769051823469e-7,0,55
Pde4d,1.2258277892446705e-5,0,5293
Pde4dip,1.5169625410868321e-5,0,5702
Pde5a,1.2272992581994406e-5,0,3947
Pde6a,2.3545169934656405e-6,0,486
Pde6b,3.085688487375806e-8,0,2
Pde6c,0,0,0
Pde6d,2.5266228110073072e-5,0,8361
Pde6g,1.282678528885443e-7,0,36
Pde6h,1.4118483340177764e-6,0,170
Pde7a,5.341554350969925e-5,0,18024
Pde7b,1.75334486994557e-6,0,786
Pde8a,9.46486901745249e-6,0,3833
Pde8b,3.5961438146386638e-6,0,1157
Pde9a,3.165730191541343e-6,0,1269
Pdf,1.282678528885443e-7,0,89
Pdgfa,9.822598619787929e-6,0,3917
Pdgfb,3.165526499133589e-5,0,13165
Pdgfc,3.038289808228971e-6,0,1518
Pdgfd,2.080396968508803e-6,0,1221
Pdgfra,9.180708673738517e-6,0,3572
Pdgfrb,4.2105529679024434e-6,0,1360
Pdgfrl,4.0348228095366256e-7,0,471
Pdha1,5.0577486941038076e-5,0,17408
Pdha2,0,0,0
Pdhb,4.633062781812573e-5,0,16797
Pdhx,7.776786352215729e-6,0,3404
Pdia2,3.0372819744644937e-8,0,3
Pdia3,2.7699644357694276e-4,0,120915
Pdia4,5.695447970993956e-5,0,25235
Pdia5,3.3954806464740422e-6,0,1460
Pdia6,1.765844645179019e-4,0,64353
Pdik1l,1.091303870953575e-5,0,4300
Pdilt,3.0372819744644937e-8,0,1
Pdk1,2.687601046224314e-5,0,8863
Pdk2,2.037833100259141e-6,0,1203
Pdk3,1.3963854528367719e-5,0,6100
Pdk4,9.997371899378345e-7,0,447
Pdlim1,7.166391947165933e-5,0,27638
Pdlim2,4.3558516506651616e-5,0,15476
Pdlim3,1.0146023919584786e-6,0,437
Pdlim4,1.3561940360879972e-5,0,4995
Pdlim5,3.442930264690812e-5,0,13617
Pdlim7,2.2197849388903136e-5,0,6867
Pdp1,5.011278570660363e-6,0,1606
Pdp2,6.297350399004314e-6,0,2452
Pdpk1,3.249567961558775e-5,0,12845
Pdpn,1.7774526123467746e-5,0,5162
Pdpr,5.799844224336944e-6,0,2607
Pdrg1,3.8857887050527085e-5,0,13773
Pds5a,6.951651185564991e-5,0,24416
Pds5b,2.7714437259325565e-5,0,9924
Pdss1,3.83847781158682e-6,0,1234
Pdss2,6.000702423545585e-6,0,2781
Pdx1,0,0,0
Pdxdc1,2.054847690060214e-5,0,7645
Pdxk,1.4306903848774491e-5,0,4607
Pdxp,5.312457798944615e-6,0,1553
Pdyn,6.122970461840299e-8,0,12
Pdzd11,2.060734681573808e-5,0,9003
Pdzd2,1.931577495727622e-5,0,7820
Pdzd3,1.7925972711624947e-7,0,79
Pdzd4,5.823220308381298e-7,0,235
Pdzd7,6.122970461840299e-8,0,8
Pdzd8,2.430296833619677e-5,0,10997
Pdzd9,9.997371899378345e-7,0,61
Pdzk1,6.122970461840299e-8,0,29
Pdzk1ip1,1.9384973566137985e-6,0,540
Pdzph1,3.085688487375806e-8,0,2
Pdzrn3,6.106223934501386e-7,0,208
Pdzrn4,6.122970461840299e-8,0,7
Pea15a,3.5380416164015457e-5,0,12299
Peak1,2.960643951210133e-5,0,12693
Peak1os,2.764614574972883e-7,0,110
Pear1,1.0697381794145603e-5,0,3107
Pebp1,1.196775609921473e-4,0,45411
Pebp4,1.1222157884610816e-7,0,23
Pecam1,1.2708383236177272e-4,0,47173
Pecr,4.781297271487499e-6,0,1563
Pef1,1.737259228718686e-5,0,6281
Peg10,2.764614574972883e-7,0,56
Peg12,3.727652180832514e-7,0,117
Peg13,1.4407383239707736e-5,0,5203
Peg3,2.066036343043072e-6,0,531
Peli1,1.3684432905897119e-4,0,49374
Peli2,7.103042167804166e-6,0,2479
Peli3,1.2299420353003456e-6,0,321
Pelo,2.267338894340669e-5,0,8877
Pelp1,1.1714290545096855e-5,0,4277
Pemt,6.662614744439776e-7,0,254
Penk,3.067749819591554e-6,0,1024
Pepd,3.279008337962274e-5,0,11477
Per1,1.7771983278893498e-5,0,4949
Per2,2.6665819248394136e-6,0,839
Per3,3.067749819591554e-6,0,1229
Perm1,3.071785203676994e-7,0,56
Perp,1.247649509488724e-5,0,4722
Pes1,2.9300478929318656e-5,0,9965
Pet100,9.629897075254929e-5,0,31221
Pet117,0,0,0
Pet2,6.122970461840299e-8,0,3
Pex1,6.157461503306735e-6,0,2295
Pex10,2.722951937884441e-6,0,1351
Pex11a,6.172160337729201e-6,0,3391
Pex11b,1.2086757740416415e-5,0,4904
Pex11g,6.44945239856271e-6,0,1925
Pex12,4.2131821395660165e-6,0,1531
Pex13,1.4478429572585927e-5,0,6520
Pex14,1.0783139070211545e-5,0,4528
Pex16,2.1854781063916318e-5,0,8295
Pex19,1.712494433318685e-5,0,6460
Pex2,2.99079046448678e-5,0,10003
Pex26,3.853136254576259e-6,0,1200
Pex3,1.5373161921215355e-5,0,5362
Pex5,1.1832032846371247e-5,0,3548
Pex5l,1.1222157884610816e-7,0,20
Pex6,1.903411640972416e-5,0,5416
Pex7,2.7709342128076563e-5,0,9211
Pf4,4.180545396794979e-5,0,8241
Pfas,7.4338270230287646e-6,0,1928
Pfdn1,7.260738663146985e-5,0,26766
Pfdn2,1.0995233244862621e-4,0,36269
Pfdn4,5.1751372481300625e-5,0,14110
Pfdn5,6.617544101813386e-4,0,214409
Pfdn6,7.040487487272464e-5,0,27101
Pfkfb1,9.098780029114893e-7,0,260
Pfkfb2,2.5103019806451057e-6,0,548
Pfkfb3,1.9475124387667053e-5,0,6313
Pfkfb4,1.8862584948367067e-5,0,6888
Pfkl,3.3346301401121375e-5,0,13504
Pfkm,3.082542616849425e-6,0,737
Pfkp,8.978301829322794e-5,0,32371
Pfn1,0.0010682875949394133,0,477806
Pfn2,2.6105848072880442e-6,0,630
Pfn3,0,0,0
Pfn4,1.7925972711624947e-7,0,23
Pfn5,0,0,0
Pfpl,0,0,0
Pga5,3.0372819744644937e-8,0,2
Pgam1,1.655073563509206e-4,0,59991
Pgam2,1.0990729335831768e-6,0,158
Pgam5,1.4032373560530266e-5,0,4220
Pgap1,3.007434049669161e-5,0,10856
Pgap2,3.374570396037801e-5,0,13333
Pgap3,2.4516032451313136e-6,0,853
Pgbd1,4.0348228095366256e-7,0,126
Pgbd5,1.7925972711624947e-7,0,69
Pgc,2.755634877022126e-7,0,31
Pgd,7.745976702705711e-5,0,29862
Pgf,9.205495519446399e-7,0,363
Pgghg,7.818403044772177e-6,0,2925
Pggt1b,3.473842840351667e-5,0,12552
Pgk1,1.574936385691219e-4,0,53963
Pgk2,3.0372819744644937e-8,0,3
Pgls,1.5353993523045472e-4,0,57593
Pglyrp1,8.343543720984496e-5,0,31908
Pglyrp2,1.7757266243945516e-5,0,5901
Pglyrp3,0,0,0
Pglyrp4,6.122970461840299e-8,0,6
Pgm1,1.0337143294107994e-5,0,3969
Pgm2,1.7284288382555363e-5,0,5974
Pgm2l1,1.4647433731797288e-5,0,4805
Pgm3,9.690305034151121e-6,0,3797
Pgm5,6.54890650998856e-7,0,357
Pgp,4.79160813291784e-5,0,18946
Pgpep1,9.923062801845648e-6,0,3635
Pgpep1l,2.755634877022126e-7,0,152
Pgr,1.0845368973996558e-6,0,406
Pgr15l,3.0372819744644937e-8,0,1
Pgrmc1,4.0362675613503325e-5,0,12389
Pgrmc2,1.8458110293829532e-5,0,8871
Pgs1,3.448563185941831e-5,0,12032
Phactr1,6.084060732464064e-6,0,3218
Phactr2,2.435222798063141e-5,0,9751
Phactr3,2.9944111446943894e-6,0,1042
Phactr4,1.5120395363211622e-5,0,6089
Phax,3.991461008567477e-5,0,16150
Phb,1.972737255101348e-5,0,7929
Phb2,1.0812233799899795e-4,0,39771
Phc1,6.1427684992350026e-6,0,2155
Phc2,4.307589757617108e-5,0,15446
Phc3,3.676743790324309e-5,0,14827
Pheta1,2.4516032451313136e-6,0,754
Pheta2,6.106223934501386e-7,0,439
Phex,4.7411634878819465e-7,0,117
Phf1,2.217095757904009e-5,0,6436
Phf10,2.404312191736115e-5,0,8133
Phf11a,8.852438956160468e-6,0,2930
Phf11b,6.03609316066546e-5,0,20728
Phf11c,6.314242067493665e-6,0,1947
Phf11d,1.7147291389832202e-5,0,6296
Phf12,3.122387036107352e-5,0,10177
Phf13,5.456960295218122e-6,0,1975
Phf14,6.701446850169383e-5,0,24192
Phf19,7.507320160686759e-7,0,445
Phf2,1.8823532670643887e-5,0,7063
Phf20,2.251402572565104e-5,0,10183
Phf20l1,9.660105785158316e-5,0,35987
Phf21a,3.42116528841602e-5,0,11956
Phf21b,6.662614744439776e-7,0,260
Phf23,3.479475580206516e-5,0,12369
Phf24,1.7925972711624947e-7,0,127
Phf2os1,6.122970461840299e-8,0,150
Phf3,8.595220328023294e-5,0,35909
Phf5a,7.757497851118374e-5,0,26938
Phf6,2.5440315940726083e-5,0,8126
Phf7,7.387231866870743e-6,0,2745
Phf8,2.258762202207664e-5,0,7229
Phgdh,4.2431351630515464e-5,0,15351
Phgr1,1.1222157884610816e-7,0,20
Phip,1.405503292698143e-4,0,46987
Phka1,3.867816290245029e-6,0,1063
Phka2,8.352724250162573e-6,0,3529
Phkb,1.4010571240554652e-5,0,5122
Phkg1,9.152666483131361e-7,0,219
Phkg2,2.6158451539928944e-5,0,8880
Phlda1,2.542815144426888e-5,0,10469
Phlda2,1.7925972711624947e-7,0,45
Phlda3,2.3548330103880095e-5,0,9902
Phldb1,4.839836334014599e-6,0,1459
Phldb2,1.5110747075308682e-5,0,7109
Phldb3,5.684730994737186e-6,0,1434
Phlpp1,1.552739457395249e-5,0,5814
Phlpp2,5.971302138520559e-6,0,2763
Phospho1,6.122970461840299e-8,0,6
Phospho2,1.6982843657709405e-5,0,6329
Phox2a,1.282678528885443e-7,0,6
Phox2b,1.7925972711624947e-7,0,4
Phpt1,1.1064881313073522e-5,0,2830
Phrf1,2.8961901910983468e-5,0,10609
Phtf1,1.223138223621529e-5,0,4755
Phtf1os,1.0990729335831768e-6,0,424
Phtf2,1.2015713629991274e-5,0,3620
Phxr2,2.2457161347450744e-7,0,49
Phyh,3.6353313799419604e-5,0,14118
Phyhd1,5.584318059860696e-6,0,1496
Phyhip,3.0372819744644937e-8,0,3
Phyhipl,6.122970461840299e-8,0,10
Phykpl,1.1405869153978078e-5,0,3645
Pi15,1.3540602854958102e-6,0,295
Pi16,6.54449910518291e-6,0,2868
Pi4k2a,2.9317143979441956e-5,0,11461
Pi4k2b,1.0349398135899507e-5,0,3270
Pi4ka,2.4932780220501482e-5,0,8239
Pi4kb,8.732278888520722e-6,0,3193
Pianp,2.0094126837679736e-6,0,958
Pias1,3.935522955356526e-5,0,15021
Pias2,1.1655440642314902e-5,0,3838
Pias3,9.722135585105286e-6,0,2631
Pias4,1.771565280745613e-5,0,7958
Pibf1,2.0036417381613818e-5,0,7753
Picalm,1.37219406823861e-4,0,49364
Pick1,8.06094757299042e-6,0,3051
Pid1,4.528156506923424e-5,0,20511
Pidd1,2.4371176847089006e-6,0,589
Piezo1,2.6611622918544024e-5,0,9445
Piezo2,8.132001474491342e-6,0,3766
Pif1,4.827036001986886e-7,0,306
Pifo,8.163226266580411e-7,0,317
Piga,5.726442704236521e-6,0,2187
Pigb,5.41286492428867e-6,0,1680
Pigc,1.2442002250101246e-5,0,4085
Pigf,1.6311439322536652e-5,0,5800
Pigg,3.537566554909734e-6,0,1275
Pigh,8.264368607790891e-6,0,2718
Pigk,3.2285084890712854e-5,0,11390
Pigl,2.0240679145954986e-6,0,1114
Pigm,1.5336067071599655e-5,0,4868
Pign,1.0981575796912695e-5,0,4203
Pigo,5.527973415889534e-6,0,1613
Pigp,4.569058176181657e-5,0,15749
Pigq,1.6752452010972263e-5,0,5561
Pigr,1.4118483340177764e-6,0,633
Pigs,2.5359665654164217e-5,0,8934
Pigt,1.402018345153262e-5,0,6586
Pigu,8.862119616351391e-6,0,4273
Pigv,7.88944836099647e-6,0,3046
Pigw,1.5247025662816293e-6,0,905
Pigx,4.922440118447236e-5,0,15940
Pigyl,3.0711813141104496e-5,0,10144
Pigz,7.28404426288857e-7,0,261
Pih1d1,3.079758139379825e-5,0,10159
Pih1d2,9.997371899378345e-7,0,290
Pih1d3,0,0,0
Pih1h3b,6.122970461840299e-8,0,17
Pik3ap1,8.477320022684184e-5,0,29561
Pik3c2a,2.605796351351925e-5,0,10098
Pik3c2b,1.1501164498971669e-5,0,2256
Pik3c2g,2.0942330922714696e-7,0,25
Pik3c3,1.5439081241571968e-5,0,6114
Pik3ca,4.135481189962916e-5,0,15440
Pik3cb,1.1873630739103758e-5,0,5038
Pik3cd,8.794923955154864e-5,0,25517
Pik3cg,3.09076851344321e-5,0,11158
Pik3ip1,2.505053387093971e-5,0,9065
Pik3r1,6.619643385557445e-5,0,25114
Pik3r2,7.5464606166242615e-6,0,2605
Pik3r3,2.5810351248129258e-6,0,629
Pik3r4,1.5255387458835671e-5,0,5189
Pik3r5,3.0505731990198673e-5,0,10005
Pik3r6,1.4865631776935198e-5,0,5961
Pikfyve,2.99079046448678e-5,0,9889
Pilra,6.755147242754103e-5,0,24494
Pilrb1,1.1687397183846713e-5,0,3909
Pilrb2,2.2359761275941856e-5,0,7478
Pim1,2.7509416561964997e-4,0,87058
Pim2,1.3402605809195579e-5,0,4391
Pim3,2.7204938481441457e-5,0,8320
Pimreg,3.696497243398076e-6,0,1102
Pin1,5.365363308405648e-5,0,17273
Pin1rt1,3.0372819744644937e-8,0,2
Pin4,7.615400095881142e-5,0,26158
Pinc,6.122970461840299e-8,0,2
Pink1,2.9721647999908888e-5,0,10013
Pinlyp,6.122970461840299e-8,0,25
Pinx1,1.4794586016717338e-5,0,6600
Pip,9.789503314389937e-8,0,0
Pip4k2a,6.288280271128977e-5,0,24384
Pip4k2b,1.5926771553771932e-5,0,5536
Pip4k2c,1.9029043140685716e-5,0,7951
Pip4p1,5.1839696697642966e-5,0,19843
Pip4p2,1.3189462039317314e-5,0,4369
Pip5k1a,2.7099341527747143e-5,0,9882
Pip5k1b,2.9674262487112918e-6,0,806
Pip5k1bos,0,0,0
Pip5k1c,3.199323772998172e-5,0,11916
Pip5kl1,6.122970461840299e-8,0,10
Pipox,4.0348228095366256e-7,0,38
Pir,5.843969448944286e-6,0,2076
Pira2,2.2800765164420348e-5,0,8123
Pirb,8.249841002918714e-5,0,30682
Pirt,0,0,0
Pisd,2.146501714659399e-5,0,7818
Pithd1,2.0234844293295605e-5,0,6686
Pitpna,2.1190106894634396e-4,0,76570
Pitpnb,3.364776838716276e-5,0,12721
Pitpnc1,8.205289674544464e-5,0,27550
Pitpnm1,3.746125165906822e-5,0,10967
Pitpnm2,1.1898013461191567e-5,0,4502
Pitpnm2os1,6.122970461840299e-8,0,6
Pitpnm2os2,1.1222157884610816e-7,0,75
Pitpnm3,8.355317235304972e-7,0,274
Pitrm1,1.449569292645947e-5,0,4322
Pitx1,6.122970461840299e-8,0,4
Pitx2,1.282678528885443e-7,0,12
Pitx3,0,0,0
Piwil1,3.085688487375806e-8,0,1
Piwil2,1.130034609808127e-6,0,265
Piwil4,6.122970461840299e-8,0,99
Pja1,1.7759807402373364e-5,0,5486
Pja2,2.7667730640986208e-5,0,10019
Pjvk,6.122970461840299e-8,0,15
Pkd1,2.158530972825544e-5,0,7769
Pkd1l1,6.122970461840299e-8,0,3
Pkd1l2,1.1222157884610816e-7,0,106
Pkd1l3,1.282678528885443e-7,0,82
Pkd2,9.119386184004187e-6,0,3342
Pkd2l1,0,0,0
Pkd2l2,2.038845378251309e-6,0,479
Pkdcc,2.2096332353180824e-6,0,1123
Pkdrej,6.122970461840299e-8,0,9
Pkhd1,6.122970461840299e-8,0,6
Pkhd1l1,6.493847982375459e-7,0,327
Pkia,9.205495519446399e-7,0,342
Pkib,5.292015029086906e-5,0,19626
Pkig,8.276399996769913e-5,0,28194
Pklr,3.0372819744644937e-8,0,0
Pkm,3.256867471518399e-4,0,112135
Pkmyt1,6.387743432628366e-6,0,2079
Pkn1,7.986704529336572e-5,0,30693
Pkn2,6.424806240302892e-5,0,27019
Pkn3,2.9798786933794756e-6,0,1162
Pknox1,1.6968128095446682e-5,0,7831
Pknox2,8.62030763495332e-7,0,335
Pkp1,6.122970461840299e-8,0,3
Pkp2,4.6860658315307125e-7,0,240
Pkp3,4.7475069503957374e-5,0,16741
Pkp4,1.320672582713273e-5,0,4163
Pla1a,3.901769051823469e-7,0,148
Pla2g10,6.122970461840299e-8,0,4
Pla2g10os,0,0,0
Pla2g12a,1.2000998085676e-5,0,4644
Pla2g12b,6.122970461840299e-8,0,5
Pla2g15,2.6303102249088945e-5,0,10938
Pla2g1b,3.6292214275352937e-6,0,1380
Pla2g2c,6.122970461840299e-8,0,3
Pla2g2d,3.537566554909734e-6,0,1220
Pla2g2e,6.122970461840299e-8,0,12
Pla2g2f,0,0,0
Pla2g3,1.7925972711624947e-7,0,23
Pla2g4a,1.9391898610230678e-5,0,8810
Pla2g4b,2.7375251656032033e-6,0,663
Pla2g4c,2.2457161347450744e-7,0,68
Pla2g4d,6.122970461840299e-8,0,6
Pla2g4e,1.1222157884610816e-7,0,2
Pla2g4f,3.727652180832514e-7,0,63
Pla2g5,3.085688487375806e-8,0,1
Pla2g6,4.52637884817477e-6,0,1170
Pla2g7,1.289925446605682e-4,0,51067
Pla2r1,1.6387119037069368e-6,0,617
Plaa,3.133907894666067e-5,0,11438
Plaat1,1.282678528885443e-7,0,4
Plaat3,1.6361274831006386e-4,0,56246
Plaat5,3.085688487375806e-8,0,4
Plac1,3.0372819744644937e-8,0,1
Plac8,8.216502797453042e-4,0,272222
Plac8l1,6.122970461840299e-8,0,2
Plac9a,6.122970461840299e-8,0,7
Plac9b,3.7140485277203244e-7,0,70
Plag1,8.313272047072884e-7,0,368
Plagl1,7.483288198926409e-7,0,219
Plagl2,2.5133753633796964e-5,0,9510
Plat,6.958499758162165e-6,0,2196
Platr1,1.7925972711624947e-7,0,116
Platr10,2.2457161347450744e-7,0,62
Platr11,6.122970461840299e-8,0,6
Platr12,3.085688487375806e-8,0,1
Platr13,6.122970461840299e-8,0,16
Platr14,1.1222157884610816e-7,0,28
Platr15,1.282678528885443e-7,0,34
Platr16,6.122970461840299e-8,0,63
Platr19,0,0,0
Platr20,6.122970461840299e-8,0,3
Platr21,6.122970461840299e-8,0,7
Platr22,1.7925972711624947e-7,0,39
Platr23,1.7925972711624947e-7,0,32
Platr25,5.731501529948944e-6,0,2326
Platr26,6.122970461840299e-8,0,10
Platr27,4.0348228095366256e-7,0,176
Platr28,6.122970461840299e-8,0,11
Platr29,6.122970461840299e-8,0,22
Platr3,6.122970461840299e-8,0,11
Platr30,1.1222157884610816e-7,0,2
Platr31,1.282678528885443e-7,0,17
Platr32,6.122970461840299e-8,0,14
Platr4,3.085688487375806e-8,0,1
Platr5,0,0,0
Platr6,6.122970461840299e-8,0,15
Platr7,6.122970461840299e-8,0,28
Platr8,3.085688487375806e-8,0,1
Platr9,1.7925972711624947e-7,0,16
Plau,5.128867750772753e-6,0,1523
Plaur,6.188045347864204e-5,0,20130
Plb1,2.764614574972883e-7,0,94
Plbd1,8.411709952411992e-5,0,32281
Plbd2,2.5908211244235364e-5,0,9072
Plcb1,1.4191708835474126e-5,0,7714
Plcb2,2.161219920445608e-5,0,8538
Plcb3,1.127078312776502e-5,0,3362
Plcb4,1.4865631776935198e-5,0,5604
Plcd1,1.714294457302541e-6,0,676
Plcd3,8.62030763495332e-7,0,181
Plcd4,2.755634877022126e-7,0,74
Plce1,9.997371899378345e-7,0,297
Plcg1,2.3646266350181917e-5,0,7507
Plcg2,5.348659224350337e-5,0,15979
Plch1,1.1222157884610816e-7,0,23
Plch2,2.755634877022126e-7,0,22
Plcl1,2.4940907408058234e-6,0,946
Plcl2,2.4121812723170387e-5,0,8002
Plcxd1,6.54890650998856e-7,0,115
Plcxd2,1.1356541160725445e-5,0,5620
Plcxd3,2.0942330922714696e-7,0,143
Plcz1,0,0,0
Pld1,7.70325166601934e-6,0,3221
Pld2,8.551040188867621e-6,0,2925
Pld3,1.2789992478613952e-4,0,50200
Pld4,1.3036803551396846e-4,0,47060
Pld5,2.0942330922714696e-7,0,16
Pld6,6.122970461840299e-8,0,10
Pldi,6.122970461840299e-8,0,1
Plec,8.285743878560591e-5,0,31640
Plek,1.6372540413890163e-4,0,61536
Plek2,2.755634877022126e-7,0,140
Plekha1,3.622083173248524e-5,0,14259
Plekha2,5.542790527107313e-5,0,18801
Plekha3,2.655529464882664e-5,0,8301
Plekha4,4.8648066576831e-7,0,155
Plekha5,1.1167802967870261e-5,0,5020
Plekha6,2.5371984485730105e-6,0,586
Plekha7,1.130034609808127e-6,0,447
Plekha8,2.4661698175874448e-6,0,1209
Plekhb1,2.5810351248129258e-6,0,480
Plekhb2,5.220771840457915e-5,0,16910
Plekhd1,4.827036001986886e-7,0,98
Plekhd1os,6.122970461840299e-8,0,14
Plekhf1,3.554757469566311e-6,0,1409
Plekhf2,3.791698197767518e-5,0,14340
Plekhg1,1.2113666045706126e-5,0,6905
Plekhg2,1.4637778775502633e-5,0,4797
Plekhg3,5.643103821853434e-6,0,2068
Plekhg4,3.071785203676994e-7,0,47
Plekhg5,4.7687923884438265e-6,0,1267
Plekhg6,6.122970461840299e-8,0,15
Plekhh1,8.163226266580411e-7,0,351
Plekhh2,1.268890469459141e-6,0,394
Plekhh3,3.0946363226021644e-6,0,855
Plekhj1,9.409839612457992e-5,0,31158
Plekhm1,2.2803314932277446e-5,0,7263
Plekhm2,2.392083836887517e-5,0,8986
Plekhm3,3.096146527010756e-5,0,13589
Plekhn1,1.1140883705315432e-5,0,3112
Plekho1,6.595895774999145e-5,0,24506
Plekho2,5.6650453704238914e-5,0,21913
Plekhs1,6.122970461840299e-8,0,10
Plet1,9.231389233526951e-5,0,37535
Plet1os,2.755634877022126e-7,0,71
Plg,6.122970461840299e-8,0,9
Plgrkt,1.1446675454507204e-4,0,36305
Plin1,1.1222157884610816e-7,0,239
Plin2,1.7395248095483223e-4,0,71713
Plin3,2.819254451293965e-5,0,11068
Plin4,6.122970461840299e-8,0,38
Plin5,6.122970461840299e-8,0,37
Plk1,8.004602962461627e-6,0,2321
Plk2,2.8709707970612194e-5,0,9542
Plk3,2.960643951210133e-5,0,9562
Plk4,9.680506974457948e-6,0,3610
Plk5,1.1222157884610816e-7,0,18
Pllp,1.0599453035534656e-5,0,3935
Pln,6.186677353671348e-7,0,49
Plod1,1.217000707960425e-5,0,4695
Plod2,3.180290800631445e-6,0,1478
Plod3,4.377421667442854e-5,0,17178
Plp1,2.7230806901850507e-6,0,634
Plp2,1.9869992742961752e-5,0,9056
Plpbp,2.8527960706250853e-5,0,10197
Plpp1,4.529884159419127e-5,0,18224
Plpp2,6.287302643339528e-6,0,2683
Plpp3,3.969635318671159e-5,0,17219
Plpp4,3.0372819744644937e-8,0,2
Plpp5,1.146920987716834e-5,0,3715
Plpp6,9.139121533769832e-6,0,3116
Plpp7,5.799053305797275e-7,0,177
Plppr1,3.0372819744644937e-8,0,1
Plppr2,3.231387569122056e-7,0,150
Plppr3,3.7140485277203244e-7,0,121
Plppr4,1.7925972711624947e-7,0,66
Plppr5,3.085688487375806e-8,0,1
Plrg1,1.3133133276911538e-5,0,4727
Pls1,1.3730859292303692e-6,0,358
Pls3,9.313235378610487e-6,0,3270
Plscr1,4.24236889408033e-5,0,15037
Plscr2,7.0173030033494575e-6,0,2503
Plscr3,2.3479839162023015e-5,0,8603
Plscr4,1.1893118505936705e-5,0,4875
Plscr5,6.122970461840299e-8,0,7
Pltp,1.0330133166260141e-4,0,40575
Plut,3.085688487375806e-8,0,1
Plvap,8.827054430991751e-5,0,32893
Plxdc1,3.7821517214273566e-6,0,1823
Plxdc2,1.4436817914645137e-5,0,6160
Plxna1,1.887730378305469e-5,0,7068
Plxna2,3.354016060865193e-6,0,1791
Plxna3,7.323831830521934e-7,0,142
Plxna4,3.22244603849892e-6,0,1334
Plxna4os1,3.0973813618365846e-6,0,1594
Plxna4os2,0,0,0
Plxna4os3,3.0372819744644937e-8,0,1
Plxnb1,1.0990729335831768e-6,0,350
Plxnb2,2.7966647294473497e-5,0,12197
Plxnb3,8.476645635379835e-7,0,174
Plxnc1,2.1869499822485338e-5,0,8299
Plxnd1,2.9177598568604244e-5,0,10659
Pm20d1,2.764614574972883e-7,0,40
Pm20d2,1.7925972711624947e-7,0,11
Pmaip1,2.362646110912421e-5,0,7977
Pmch,0,0,0
Pmel,3.727652180832514e-7,0,97
Pmepa1,4.453141930035612e-5,0,20851
Pmepa1os,6.122970461840299e-8,0,14
Pmf1,3.566971805026989e-5,0,12101
Pmfbp1,0,0,0
Pmis2,0,0,0
Pml,4.06666982552768e-5,0,13625
Pmm1,1.56304440912984e-5,0,5077
Pmm2,2.5817354646649592e-5,0,9995
Pmp2,0,0,0
Pmp22,4.017897072448699e-5,0,17483
Pmpca,2.2401368709828753e-5,0,6640
Pmpcb,3.195162797355173e-5,0,11301
Pms1,7.0589375803396185e-6,0,2703
Pms2,1.1770623663035312e-5,0,4153
Pmvk,3.692231197956956e-5,0,12326
Pnck,2.0942330922714696e-7,0,76
Pnisr,1.6982080099895176e-4,0,55720
Pnkd,5.867498147107496e-5,0,19030
Pnkp,2.79621266142519e-5,0,10083
Pnldc1,2.755634877022126e-7,0,69
Pnlip,0,0,0
Pnliprp1,1.7925972711624947e-7,0,1
Pnliprp2,0,0,0
Pnma1,4.993236460234823e-7,0,162
Pnma2,6.122970461840299e-8,0,5
Pnma3,3.085688487375806e-8,0,0
Pnma5,3.0372819744644937e-8,0,1
Pnmal1,6.122970461840299e-8,0,2
Pnmal2,3.231387569122056e-7,0,93
Pnmt,6.122970461840299e-8,0,30
Pnn,1.4175939294282821e-4,0,44458
Pno1,2.2028862479827154e-5,0,8286
Pnoc,6.122970461840299e-8,0,14
Pnp,1.788784805899483e-4,0,62979
Pnp2,3.337084738926905e-6,0,1213
Pnpla1,1.282678528885443e-7,0,11
Pnpla1os,6.122970461840299e-8,0,5
Pnpla2,4.527901006970051e-5,0,15409
Pnpla3,1.282678528885443e-7,0,12
Pnpla5,8.313272047072884e-7,0,393
Pnpla6,1.1675243896510109e-5,0,4164
